class,cap-shape,cap-surface,cap-color,bruises,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,scaly,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,gray,no,pink,enlarging,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,buff,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,gray,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,gray,enlarging,pink,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,pink,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,pink,enlarging,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,pink,enlarging,buff,pink,white,one,large,chocolate,several,paths
edible,convex,smooth,pink,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,several,woods
poisonous,convex,smooth,pink,no,gray,enlarging,white,white,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,red,bruises,pink,tapering,pink,pink,white,one,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,pink,enlarging,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,pink,white,one,large,chocolate,solitary,grasses
edible,flat,scaly,brown,bruises,brown,tapering,pink,white,white,one,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,pink,enlarging,buff,brown,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,gray,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,gray,bruises,purple,tapering,white,white,white,one,pendant,brown,solitary,woods
poisonous,convex,smooth,gray,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,gray,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,gray,enlarging,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,gray,no,pink,enlarging,buff,pink,white,one,large,chocolate,several,woods
edible,flat,scaly,red,bruises,red,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,no,pink,enlarging,brown,brown,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,pink,enlarging,pink,buff,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
edible,flat,scaly,brown,bruises,red,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,no,pink,enlarging,pink,brown,white,one,large,chocolate,several,grasses
poisonous, knobbed,fibrous,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,gray,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,smooth,white,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,grasses
edible,convex,scaly,red,bruises,white,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,gray,enlarging,brown,pink,white,one,large,chocolate,several,woods
poisonous,bell,fibrous,yellow,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
poisonous,flat,scaly,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,convex,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,pink,buff,white,one,large,chocolate,several,grasses
edible, knobbed,scaly,red,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,pink,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,gray,enlarging,pink,brown,white,one,large,chocolate,several,paths
edible, knobbed,scaly,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,white,no,pink,enlarging,white,white,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,bell,smooth,buff,bruises,gray,enlarging,white,white,white,two,pendant,green,several,grasses
poisonous,convex,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,grasses
edible,flat,scaly,red,bruises,brown,tapering,white,pink,white,one,pendant,brown,solitary,woods
poisonous,bell,smooth,white,bruises,gray,enlarging,white,white,white,two,pendant,green,several,meadows
edible,flat,scaly,pink,bruises,white,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,white,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,grasses
edible, knobbed,scaly,brown,bruises,white,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,pink,enlarging,brown,buff,white,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,brown,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,gray,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,brown,brown,white,one,large,chocolate,several,paths
edible, knobbed,smooth,red,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
edible,flat,scaly,brown,bruises,red,enlarging,red,white,white,two,evanescent,white,clustered,waste
edible,flat,smooth,buff,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,gray,enlarging,buff,buff,white,one,large,chocolate,several,woods
edible,flat,fibrous,gray,bruises,purple,tapering,pink,pink,white,one,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,several,paths
edible,flat,scaly,brown,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
edible,flat,scaly,red,bruises,pink,tapering,gray,pink,white,one,pendant,black,several,woods
poisonous,flat,scaly,gray,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,brown,brown,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,brown,tapering,pink,white,white,one,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,pink,brown,white,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,several,woods
poisonous,bell,scaly,white,bruises,white,enlarging,white,white,white,two,pendant,green,several,meadows
poisonous,flat,fibrous,yellow,no,pink,enlarging,pink,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,fibrous,gray,no,gray,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
edible,flat,scaly,pink,bruises,red,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,gray,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,gray,no,gray,enlarging,white,white,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,pink,enlarging,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
edible,convex,scaly,green,no,pink,enlarging,white,white,white,one,flaring,chocolate,solitary,woods
edible,flat,scaly,white,no,chocolate,enlarging,white,white,white,one,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,gray,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,gray,enlarging,pink,pink,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,paths
edible,flat,smooth,red,bruises,white,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,pink,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,smooth,gray,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,several,grasses
poisonous,convex,smooth,white,no,brown,enlarging,white,white,white,one,pendant,black,several,woods
poisonous,flat,scaly,gray,no,pink,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
edible,flat,scaly,red,bruises,purple,tapering,pink,white,white,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,solitary,paths
edible, knobbed,smooth,buff,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,gray,enlarging,pink,pink,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,gray,enlarging,buff,buff,white,one,large,chocolate,solitary,grasses
edible,convex,fibrous,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
edible,convex,scaly,red,bruises,red,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,gray,enlarging,pink,brown,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,gray,enlarging,pink,buff,white,one,large,chocolate,several,grasses
poisonous,flat,smooth,gray,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,pink,enlarging,buff,brown,white,one,large,chocolate,several,paths
poisonous,convex,scaly,gray,no,pink,enlarging,brown,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
edible, knobbed,smooth,buff,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,grasses
edible, knobbed,smooth,pink,bruises,white,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
poisonous,convex,scaly,gray,no,gray,enlarging,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,urban
edible,flat,smooth,buff,bruises,white,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,white,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,gray,enlarging,buff,buff,white,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,convex,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,flat,fibrous,gray,no,gray,enlarging,pink,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
edible,flat,smooth,buff,bruises,white,enlarging,white,red,white,two,evanescent,white,clustered,waste
edible,convex,smooth,pink,bruises,white,enlarging,red,red,white,two,evanescent,white,clustered,waste
edible, knobbed,smooth,brown,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,pink,bruises,gray,enlarging,white,white,white,two,pendant,green,several,grasses
poisonous,flat,scaly,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,pink,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,chocolate,enlarging,buff,buff,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,buff,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,pink,enlarging,pink,brown,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,pink,enlarging,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,gray,enlarging,pink,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
edible,flat,scaly,purple,no,white,enlarging,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,yellow,no,pink,enlarging,pink,brown,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,gray,enlarging,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,several,paths
edible,flat,smooth,buff,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,several,woods
edible,convex,smooth,brown,bruises,white,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,gray,enlarging,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
poisonous,bell,smooth,buff,bruises,white,enlarging,white,white,white,two,pendant,green,several,grasses
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,woods
edible,flat,scaly,purple,no,purple,enlarging,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,solitary,woods
edible,convex,scaly,red,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,gray,enlarging,pink,pink,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,pink,enlarging,buff,buff,white,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,gray,enlarging,buff,brown,white,one,large,chocolate,several,paths
edible, knobbed,smooth,buff,bruises,white,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,pink,enlarging,pink,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,pink,enlarging,buff,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,several,paths
poisonous,flat,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,no,pink,enlarging,white,white,white,one,pendant,brown,several,woods
poisonous,flat,scaly,yellow,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,woods
edible,flat,scaly,purple,no,pink,enlarging,white,white,white,one,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,gray,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,gray,enlarging,brown,pink,white,one,large,chocolate,several,grasses
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,convex,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,no,gray,enlarging,pink,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,gray,enlarging,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,pink,enlarging,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,gray,enlarging,brown,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,gray,enlarging,pink,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,pink,enlarging,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,gray,enlarging,pink,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,gray,enlarging,buff,pink,white,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,solitary,paths
