pclass,survived,sex,age,sibsp,parch,embarked
3.0,0.0,male,,2.0,0.0,C
3.0,1.0,female,1.0,1.0,1.0,S
3.0,1.0,female,24.0,0.0,2.0,S
3.0,1.0,female,4.0,1.0,1.0,S
3.0,1.0,male,25.0,0.0,0.0,S
3.0,0.0,male,20.0,0.0,0.0,S
3.0,0.0,male,24.5,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,Q
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,Q
3.0,1.0,male,29.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,1.0,female,,0.0,0.0,Q
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,22.0,0.0,0.0,C
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,40.0,0.0,0.0,S
3.0,0.0,male,21.0,0.0,0.0,S
3.0,1.0,female,18.0,0.0,0.0,S
3.0,0.0,male,4.0,3.0,2.0,S
3.0,0.0,male,10.0,3.0,2.0,S
3.0,0.0,female,9.0,3.0,2.0,S
3.0,0.0,female,2.0,3.0,2.0,S
3.0,0.0,male,40.0,1.0,4.0,S
3.0,0.0,female,45.0,1.0,4.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,Q
3.0,1.0,female,,0.0,0.0,Q
3.0,0.0,male,19.0,0.0,0.0,S
3.0,0.0,male,30.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,32.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,33.0,0.0,0.0,C
3.0,1.0,female,23.0,0.0,0.0,S
3.0,0.0,male,21.0,0.0,0.0,S
3.0,0.0,male,60.5,0.0,0.0,S
3.0,0.0,male,19.0,0.0,0.0,S
3.0,0.0,female,22.0,0.0,0.0,S
3.0,1.0,male,31.0,0.0,0.0,S
3.0,0.0,male,27.0,0.0,0.0,S
3.0,0.0,female,2.0,0.0,1.0,S
3.0,0.0,female,29.0,1.0,1.0,S
3.0,1.0,male,16.0,0.0,0.0,S
3.0,1.0,male,44.0,0.0,0.0,S
3.0,0.0,male,25.0,0.0,0.0,S
3.0,0.0,male,74.0,0.0,0.0,S
3.0,1.0,male,14.0,0.0,0.0,S
3.0,0.0,male,24.0,0.0,0.0,S
3.0,1.0,male,25.0,0.0,0.0,S
3.0,0.0,male,34.0,0.0,0.0,S
3.0,1.0,male,0.4167,0.0,1.0,C
3.0,0.0,male,,1.0,0.0,C
3.0,0.0,male,,0.0,0.0,C
3.0,0.0,male,,0.0,0.0,C
3.0,1.0,female,16.0,1.0,1.0,C
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,1.0,0.0,S
3.0,1.0,female,,1.0,0.0,S
3.0,0.0,male,32.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,Q
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,30.5,0.0,0.0,S
3.0,0.0,male,44.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,C
3.0,1.0,male,25.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,C
3.0,1.0,male,7.0,1.0,1.0,C
3.0,1.0,female,9.0,1.0,1.0,C
3.0,1.0,female,29.0,0.0,2.0,C
3.0,0.0,male,36.0,0.0,0.0,S
3.0,1.0,female,18.0,0.0,0.0,S
3.0,1.0,female,63.0,0.0,0.0,S
3.0,0.0,male,,1.0,1.0,S
3.0,0.0,male,11.5,1.0,1.0,S
3.0,0.0,male,40.5,0.0,2.0,S
3.0,0.0,female,10.0,0.0,2.0,S
3.0,0.0,male,36.0,1.0,1.0,S
3.0,0.0,female,30.0,1.0,1.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,33.0,0.0,0.0,S
3.0,0.0,male,28.0,0.0,0.0,S
3.0,0.0,male,28.0,0.0,0.0,S
3.0,0.0,male,47.0,0.0,0.0,S
3.0,0.0,female,18.0,2.0,0.0,S
3.0,0.0,male,31.0,3.0,0.0,S
3.0,0.0,male,16.0,2.0,0.0,S
3.0,0.0,female,31.0,1.0,0.0,S
3.0,1.0,male,22.0,0.0,0.0,C
3.0,0.0,male,20.0,0.0,0.0,S
3.0,0.0,female,14.0,0.0,0.0,S
3.0,0.0,male,22.0,0.0,0.0,S
3.0,0.0,male,22.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,32.5,0.0,0.0,S
3.0,1.0,female,38.0,0.0,0.0,C
3.0,0.0,male,51.0,0.0,0.0,S
3.0,0.0,male,18.0,1.0,0.0,S
3.0,0.0,male,21.0,1.0,0.0,S
3.0,1.0,female,47.0,1.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,28.5,0.0,0.0,S
3.0,0.0,male,21.0,0.0,0.0,S
3.0,0.0,male,27.0,0.0,0.0,S
3.0,0.0,male,,0.0,0.0,S
3.0,0.0,male,36.0,0.0,0.0,S
3.0,0.0,male,27.0,1.0,0.0,C
3.0,1.0,female,15.0,1.0,0.0,C
3.0,0.0,male,45.5,0.0,0.0,C
3.0,0.0,male,,0.0,0.0,C
3.0,0.0,male,,0.0,0.0,C
3.0,0.0,female,14.5,1.0,0.0,C
3.0,0.0,female,,1.0,0.0,C
3.0,0.0,male,26.5,0.0,0.0,C
3.0,0.0,male,27.0,0.0,0.0,C
3.0,0.0,male,29.0,0.0,0.0,S
